,origin_airport,dest_airport,airline,fare,nonstop,distance,origin_city,dest_city,passengers
5552,SJC,SAT,Southwest Airlines,219.96707999999998,1,1453.813530029122,"San Jose, CA","San Antonio, TX",240
5553,SJC,SAT,American Airlines,255.13412999999997,0,1453.813530029122,"San Jose, CA","San Antonio, TX",170
5554,OAK,SAT,Southwest Airlines,212.39523999999997,1,1475.771068352598,"Oakland, CA","San Antonio, TX",440
5555,SMF,SAT,American Airlines,255.89881,0,1462.618731762796,"Sacramento, CA","San Antonio, TX",510
5654,SFO,SAN,Alaska Airlines,112.63042999999999,1,446.5746866667304,"San Francisco, CA","San Diego, CA",2300
5655,MRY,SAN,United Airlines,125.24333000000001,0,375.1290159608128,"Monterey, CA","San Diego, CA",180
5656,OAK,SAN,Southwest Airlines,146.76841000000002,1,446.1775568510922,"Oakland, CA","San Diego, CA",36410
5657,SFO,SAN,Virgin America,140.26036,1,446.5746866667304,"San Francisco, CA","San Diego, CA",15440
5658,MRY,SAN,Alaska Airlines,116.30651999999999,1,375.1290159608128,"Monterey, CA","San Diego, CA",2300
5659,SMF,SAN,Skywest Airlines,115.51713,1,479.6213716739917,"Sacramento, CA","San Diego, CA",4670
5660,OAK,SAN,Spirit Air Lines,86.512399,0,446.1775568510922,"Oakland, CA","San Diego, CA",250
5661,SFO,SAN,United Airlines,156.18401000000003,1,446.5746866667304,"San Francisco, CA","San Diego, CA",15150
5662,SJC,SAN,Southwest Airlines,175.21334,0,417.0241384381045,"San Jose, CA","San Diego, CA",120
5663,SFO,SAN,Southwest Airlines,125.28088,0,446.5746866667304,"San Francisco, CA","San Diego, CA",340
5664,SMF,SAN,Southwest Airlines,190.22444000000002,0,479.6213716739917,"Sacramento, CA","San Diego, CA",180
5665,SJC,SAN,Alaska Airlines,122.96526000000001,1,417.0241384381045,"San Jose, CA","San Diego, CA",5470
5666,SCK,SAN,Allegiant Air,53.109628,1,422.8574708282121,"Stockton, CA","San Diego, CA",1870
5667,STS,SAN,Alaska Airlines,142.93723,1,508.45579447771865,"Santa Rosa, CA","San Diego, CA",2310
5668,SMF,SAN,Southwest Airlines,141.52733,1,479.6213716739917,"Sacramento, CA","San Diego, CA",33980
5669,SFO,SAN,Southwest Airlines,129.50654,1,446.5746866667304,"San Francisco, CA","San Diego, CA",15280
5670,SJC,SAN,Southwest Airlines,135.90071,1,417.0241384381045,"San Jose, CA","San Diego, CA",34330
5768,SFO,SEA,Alaska Airlines,144.99401,1,678.5939194517448,"San Francisco, CA","Seattle, WA",13190
5769,SFO,SEA,Virgin America,168.54359000000002,1,678.5939194517448,"San Francisco, CA","Seattle, WA",8300
5770,SFO,SEA,United Airlines,195.26436000000004,1,678.5939194517448,"San Francisco, CA","Seattle, WA",14450
5771,SJC,SEA,Southwest Airlines,152.83406000000002,1,696.5025696367015,"San Jose, CA","Seattle, WA",7750
5772,OAK,SEA,Southwest Airlines,171.12176,1,671.5520140831737,"Oakland, CA","Seattle, WA",16700
5773,SJC,SEA,Delta Air Lines,167.25463,1,696.5025696367015,"San Jose, CA","Seattle, WA",3070
5774,SFO,SEA,Delta Air Lines,157.20832000000001,1,678.5939194517448,"San Francisco, CA","Seattle, WA",3600
5775,SMF,SEA,Alaska Airlines,132.52887,1,605.4186049681272,"Sacramento, CA","Seattle, WA",8750
5776,STS,SEA,Alaska Airlines,177.7475,1,617.6631438344467,"Santa Rosa, CA","Seattle, WA",2000
5777,OAK,SEA,Alaska Airlines,151.18913999999998,1,671.5520140831737,"Oakland, CA","Seattle, WA",9750
5778,SMF,SEA,Southwest Airlines,151.23117,1,605.4186049681272,"Sacramento, CA","Seattle, WA",12940
5779,SJC,SEA,Alaska Airlines,150.79138,1,696.5025696367015,"San Jose, CA","Seattle, WA",22960
5780,SMF,SEA,Delta Air Lines,150.68113,1,605.4186049681272,"Sacramento, CA","Seattle, WA",1960
5829,SMF,GEG,Southwest Airlines,178.90819,0,648.9701301707804,"Sacramento, CA","Spokane, WA",220
5830,SJC,GEG,Southwest Airlines,231.46357999999995,0,742.3115768733212,"San Jose, CA","Spokane, WA",140
5831,SFO,GEG,United Airlines,246.91667999999999,1,732.6651310511912,"San Francisco, CA","Spokane, WA",180
5832,SMF,GEG,Alaska Airlines,175.34282,0,648.9701301707804,"Sacramento, CA","Spokane, WA",460
5833,SMF,GEG,Alaska Airlines,155.40533000000002,1,648.9701301707804,"Sacramento, CA","Spokane, WA",150
5834,STS,GEG,Alaska Airlines,209.32473999999996,0,682.7962340228245,"Santa Rosa, CA","Spokane, WA",190
5835,OAK,GEG,Southwest Airlines,213.24549,1,723.3565139864694,"Oakland, CA","Spokane, WA",3580
5943,SMF,STL,Delta Air Lines,291.59818,0,1678.781280661062,"Sacramento, CA","St. Louis, MO",110
5944,SFO,STL,Frontier Airlines,155.85001,0,1735.2408784599802,"San Francisco, CA","St. Louis, MO",100
5945,SMF,STL,American Airlines,295.1966,0,1678.781280661062,"Sacramento, CA","St. Louis, MO",440
5946,SJC,STL,American Airlines,318.82291,0,1715.185063290786,"San Jose, CA","St. Louis, MO",240
5947,SFO,STL,Delta Air Lines,248.80364,0,1735.2408784599802,"San Francisco, CA","St. Louis, MO",220
5948,SMF,STL,Southwest Airlines,242.79027000000002,1,1678.781280661062,"Sacramento, CA","St. Louis, MO",370
5949,OAK,STL,Southwest Airlines,238.42831,1,1725.45555747138,"Oakland, CA","St. Louis, MO",2460
5950,SFO,STL,United Airlines,261.30252,1,1735.2408784599802,"San Francisco, CA","St. Louis, MO",2140
5951,SFO,STL,Southwest Airlines,248.80767,1,1735.2408784599802,"San Francisco, CA","St. Louis, MO",1540
5952,SJC,STL,Southwest Airlines,256.28779,0,1715.185063290786,"San Jose, CA","St. Louis, MO",720
5953,SMF,STL,Southwest Airlines,281.09646000000004,0,1678.781280661062,"Sacramento, CA","St. Louis, MO",1410
5954,SFO,STL,American Airlines,257.07586,0,1735.2408784599802,"San Francisco, CA","St. Louis, MO",170
5955,SFO,STL,Southwest Airlines,254.08628,0,1735.2408784599802,"San Francisco, CA","St. Louis, MO",270
5956,SJC,STL,Southwest Airlines,238.732,1,1715.185063290786,"San Jose, CA","St. Louis, MO",100
5957,OAK,STL,Southwest Airlines,279.00972,0,1725.45555747138,"Oakland, CA","St. Louis, MO",380
6090,SJC,TPA,Southwest Airlines,286.8639,1,2366.827861761925,"San Jose, CA","Tampa, FL",180
6091,SJC,TPA,American Airlines,320.01529,0,2366.827861761925,"San Jose, CA","Tampa, FL",360
6092,SMF,TPA,American Airlines,297.3088,0,2356.873439073218,"Sacramento, CA","Tampa, FL",670
6093,SMF,TPA,Southwest Airlines,311.56813999999997,0,2356.873439073218,"Sacramento, CA","Tampa, FL",910
6094,SMF,TPA,Delta Air Lines,450.82364,0,2356.873439073218,"Sacramento, CA","Tampa, FL",110
6095,SJC,TPA,Delta Air Lines,321.22427999999996,0,2366.827861761925,"San Jose, CA","Tampa, FL",140
6096,SJC,TPA,United Airlines,233.61443999999997,0,2366.827861761925,"San Jose, CA","Tampa, FL",180
6097,SFO,TPA,Delta Air Lines,277.10085,0,2392.608114360433,"San Francisco, CA","Tampa, FL",460
6098,SJC,TPA,Southwest Airlines,252.60748999999998,0,2366.827861761925,"San Jose, CA","Tampa, FL",400
6099,OAK,TPA,Southwest Airlines,254.9448,0,2384.6982772725337,"Oakland, CA","Tampa, FL",940
6100,SFO,TPA,Southwest Airlines,241.92581000000004,0,2392.608114360433,"San Francisco, CA","Tampa, FL",310
6101,SFO,TPA,United Airlines,273.02599,0,2392.608114360433,"San Francisco, CA","Tampa, FL",1100
6102,SMF,TPA,United Airlines,324.34952,0,2356.873439073218,"Sacramento, CA","Tampa, FL",410
6103,SFO,TPA,United Airlines,287.50095,1,2392.608114360433,"San Francisco, CA","Tampa, FL",3040
6104,SFO,TPA,American Airlines,279.2002,0,2392.608114360433,"San Francisco, CA","Tampa, FL",530
6105,OAK,TPA,Southwest Airlines,314.36801,1,2384.6982772725337,"Oakland, CA","Tampa, FL",150
6163,OAK,TUS,Southwest Airlines,192.09914,1,746.8972466876597,"Oakland, CA","Tucson, AZ",230
6164,SFO,TUS,United Airlines,314.51221,1,751.1815596802023,"San Francisco, CA","Tucson, AZ",820
6165,SFO,TUS,Southwest Airlines,203.60749,0,751.1815596802023,"San Francisco, CA","Tucson, AZ",360
6166,SMF,TUS,Southwest Airlines,205.12516,0,751.8623882771507,"Sacramento, CA","Tucson, AZ",1180
6167,SJC,TUS,Southwest Airlines,176.55203,0,721.2992416580023,"San Jose, CA","Tucson, AZ",1530
6168,OAK,TUS,Southwest Airlines,186.43373,0,746.8972466876597,"Oakland, CA","Tucson, AZ",1500
6220,SFO,TUL,American Airlines,285.87036,0,1465.161751172677,"San Francisco, CA","Tulsa, OK",270
6221,OAK,TUL,Southwest Airlines,260.19611,0,1456.2094794546122,"Oakland, CA","Tulsa, OK",540
6222,SJC,TUL,Southwest Airlines,222.32466,0,1442.069277318298,"San Jose, CA","Tulsa, OK",300
6223,SMF,TUL,American Airlines,366.94446000000005,0,1418.9844710725781,"Sacramento, CA","Tulsa, OK",180
6224,SMF,TUL,Southwest Airlines,274.44205000000005,0,1418.9844710725781,"Sacramento, CA","Tulsa, OK",440
6225,SFO,TUL,Southwest Airlines,208.16400000000002,0,1465.161751172677,"San Francisco, CA","Tulsa, OK",150
6278,SMF,ORF,United Airlines,274.40155,0,2461.626813734323,"Sacramento, CA","Norfolk, VA",130
6279,SJC,ORF,Southwest Airlines,279.27232000000004,0,2499.706788417327,"San Jose, CA","Norfolk, VA",260
6280,SFO,ORF,Delta Air Lines,390.01748999999995,0,2519.470289303981,"San Francisco, CA","Norfolk, VA",240
6281,SFO,ORF,United Airlines,278.57358,0,2519.470289303981,"San Francisco, CA","Norfolk, VA",140
6282,OAK,ORF,Southwest Airlines,300.3906,0,2509.60734464254,"Oakland, CA","Norfolk, VA",510
6283,SMF,ORF,Southwest Airlines,332.24463,0,2461.626813734323,"Sacramento, CA","Norfolk, VA",390
6676,SMF,DCA,Southwest Airlines,297.486,1,2381.217502199623,"Sacramento, CA","Washington, DC",200
6677,SFO,DCA,Virgin America,278.07999,0,2442.248351228109,"San Francisco, CA","Washington, DC",260
6678,SJC,BWI,American Airlines,342.81478,0,2438.5212419544487,"San Jose, CA","Baltimore, MD",230
6679,SFO,BWI,Southwest Airlines,269.8333,1,2456.796923564819,"San Francisco, CA","Baltimore, MD",120
6680,SFO,BWI,American Airlines,314.9168,0,2456.796923564819,"San Francisco, CA","Baltimore, MD",250
6681,SMF,DCA,United Airlines,435.09630999999996,0,2381.217502199623,"Sacramento, CA","Washington, DC",190
6682,SMF,DCA,Delta Air Lines,419.92812000000004,0,2381.217502199623,"Sacramento, CA","Washington, DC",480
6683,OAK,BWI,Southwest Airlines,276.32382,1,2446.644169504788,"Oakland, CA","Baltimore, MD",3400
6684,SFO,IAD,Alaska Airlines,273.5801,1,2418.594555747382,"San Francisco, CA","Washington, DC",950
6685,SFO,IAD,Southwest Airlines,265.48001999999997,0,2418.594555747382,"San Francisco, CA","Washington, DC",250
6686,SFO,DCA,Frontier Airlines,169.34091,0,2442.248351228109,"San Francisco, CA","Washington, DC",220
6687,OAK,DCA,Southwest Airlines,344.2323200000001,0,2432.145084862431,"Oakland, CA","Washington, DC",1110
6688,OAK,BWI,Spirit Air Lines,143.88174999999998,0,2446.644169504788,"Oakland, CA","Baltimore, MD",230
6689,SJC,DCA,Delta Air Lines,353.44043,0,2423.699487963107,"San Jose, CA","Washington, DC",460
6690,OAK,IAD,Southwest Airlines,295.04794999999996,0,2408.4883322677647,"Oakland, CA","Washington, DC",290
6691,SJC,BWI,Southwest Airlines,312.48323999999997,0,2438.5212419544487,"San Jose, CA","Baltimore, MD",340
6692,SFO,DCA,JetBlue Airways,325.39001,0,2442.248351228109,"San Francisco, CA","Washington, DC",100
6693,SFO,DCA,Alaska Airlines,313.50715,1,2442.248351228109,"San Francisco, CA","Washington, DC",700
6694,SJC,DCA,American Airlines,344.34214000000003,0,2423.699487963107,"San Jose, CA","Washington, DC",700
6695,SFO,IAD,United Airlines,440.14372999999995,1,2418.594555747382,"San Francisco, CA","Washington, DC",18790
6696,SMF,DCA,Southwest Airlines,356.55723,0,2381.217502199623,"Sacramento, CA","Washington, DC",790
6697,OAK,BWI,Spirit Air Lines,145.3501,1,2446.644169504788,"Oakland, CA","Baltimore, MD",1100
6698,SMF,BWI,Southwest Airlines,284.27898999999996,1,2395.07303873505,"Sacramento, CA","Baltimore, MD",3130
6699,OAK,DCA,Delta Air Lines,345.31,0,2432.145084862431,"Oakland, CA","Washington, DC",130
6700,SMF,BWI,American Airlines,354.02355000000006,0,2395.07303873505,"Sacramento, CA","Baltimore, MD",140
6701,SFO,BWI,United Airlines,325.24172999999996,1,2456.796923564819,"San Francisco, CA","Baltimore, MD",1450
6702,SJC,DCA,Southwest Airlines,299.5635,0,2423.699487963107,"San Jose, CA","Washington, DC",600
6703,OAK,DCA,American Airlines,373.77274,0,2432.145084862431,"Oakland, CA","Washington, DC",110
6704,OAK,BWI,Southwest Airlines,302.60983,0,2446.644169504788,"Oakland, CA","Baltimore, MD",650
6705,SFO,DCA,Southwest Airlines,252.11289,0,2442.248351228109,"San Francisco, CA","Washington, DC",450
6706,SMF,BWI,United Airlines,327.16142999999994,0,2395.07303873505,"Sacramento, CA","Baltimore, MD",140
6707,SJC,BWI,Delta Air Lines,295.46425,0,2438.5212419544487,"San Jose, CA","Baltimore, MD",400
6708,SFO,IAD,American Airlines,343.91222000000005,0,2418.594555747382,"San Francisco, CA","Washington, DC",180
6709,SJC,IAD,United Airlines,311.13117000000005,0,2400.063350611621,"San Jose, CA","Washington, DC",430
6710,SFO,BWI,Southwest Airlines,240.20917000000003,0,2456.796923564819,"San Francisco, CA","Baltimore, MD",240
6711,SJC,DCA,United Airlines,283.52749,0,2423.699487963107,"San Jose, CA","Washington, DC",160
6712,SFO,DCA,Delta Air Lines,383.6644600000001,0,2442.248351228109,"San Francisco, CA","Washington, DC",470
6713,SMF,IAD,United Airlines,443.19553,1,2357.530644770769,"Sacramento, CA","Washington, DC",2390
6714,SMF,DCA,American Airlines,355.66468000000003,0,2381.217502199623,"Sacramento, CA","Washington, DC",1350
6715,SMF,BWI,Delta Air Lines,370.70727,0,2395.07303873505,"Sacramento, CA","Baltimore, MD",330
6716,OAK,DCA,Southwest Airlines,306.04539,1,2432.145084862431,"Oakland, CA","Washington, DC",540
6717,SFO,BWI,Delta Air Lines,283.66811,0,2456.796923564819,"San Francisco, CA","Baltimore, MD",640
6718,SFO,DCA,American Airlines,330.70998000000003,0,2442.248351228109,"San Francisco, CA","Washington, DC",1100
6719,SMF,IAD,Delta Air Lines,306.56106,0,2357.530644770769,"Sacramento, CA","Washington, DC",190
6720,SJC,BWI,Southwest Airlines,261.68871,1,2438.5212419544487,"San Jose, CA","Baltimore, MD",3060
6721,SMF,IAD,United Airlines,404.72479000000004,0,2357.530644770769,"Sacramento, CA","Washington, DC",230
6722,OAK,BWI,Delta Air Lines,290.85412,0,2446.644169504788,"Oakland, CA","Baltimore, MD",170
6723,SFO,IAD,Virgin America,408.52637000000004,0,2418.594555747382,"San Francisco, CA","Washington, DC",110
6724,SFO,IAD,Virgin America,339.80872999999997,1,2418.594555747382,"San Francisco, CA","Washington, DC",6090
6725,SJC,IAD,Delta Air Lines,275.09437,0,2400.063350611621,"San Jose, CA","Washington, DC",160
6726,SFO,IAD,United Airlines,399.14913,0,2418.594555747382,"San Francisco, CA","Washington, DC",580
6727,SJC,IAD,Southwest Airlines,326.73080000000004,0,2400.063350611621,"San Jose, CA","Washington, DC",250
6728,SFO,BWI,United Airlines,348.33367,0,2456.796923564819,"San Francisco, CA","Baltimore, MD",760
6729,SFO,DCA,United Airlines,421.1616,1,2442.248351228109,"San Francisco, CA","Washington, DC",2270
6730,SMF,BWI,Southwest Airlines,341.28001000000006,0,2395.07303873505,"Sacramento, CA","Baltimore, MD",660
6731,SFO,DCA,Virgin America,391.59504999999996,1,2442.248351228109,"San Francisco, CA","Washington, DC",4240
6732,SMF,IAD,Southwest Airlines,377.91567000000003,0,2357.530644770769,"Sacramento, CA","Washington, DC",370
6733,SFO,DCA,United Airlines,428.38502,0,2442.248351228109,"San Francisco, CA","Washington, DC",160
6753,SJC,ICT,Southwest Airlines,216.40894,0,1342.093474918621,"San Jose, CA","Wichita, KS",190
6754,OAK,ICT,Southwest Airlines,240.12867999999997,0,1354.608229498302,"Oakland, CA","Wichita, KS",230
6755,SMF,ICT,Southwest Airlines,260.71961,0,1313.518385332847,"Sacramento, CA","Wichita, KS",260
6756,SFO,ICT,United Airlines,231.35417,0,1363.934662542178,"San Francisco, CA","Wichita, KS",240
